FullName;Price;Name;ProductionDate;Klm;CubicCapacity;Horsepower;GasType;GearBox;Age
Fiat 500C '21 1.0 Hybrid Cabrio Full Extra;18500.0;Fiat;2021-03-01;23000.0;999.0;70.0;Υβριδικό βενζίνη;Manual;3
Fiat 500X '16 1.4 Automatic GripControl Full;16900.0;Fiat;2016-09-01;69000.0;1368.0;140.0;Βενζίνη;Αυτόματο;8
Fiat Ducato '20 2.3 ΜΑΚΡΥ 3ΘΕΣΙΟ;28000.0;Fiat;2020-05-01;95000.0;2287.0;140.0;Πετρέλαιο;Manual;4
Nissan Qashqai '18 1.5 dCi N-Connecta Panorama;19999.0;Nissan;2018-05-01;98000.0;1461.0;115.0;Πετρέλαιο;Manual;6
Nissan Note '16 1.5 dCi PureDrive Euro 6;10700.0;Nissan;2016-11-01;128000.0;1461.0;90.0;Πετρέλαιο;Manual;8
Honda Civic '18 Turbo 130HP Elegance Full Extr;19500.0;Honda;2018-01-01;43400.0;998.0;130.0;Βενζίνη;Manual;6
Renault Megane '17 1.6 dCi Bose Massage/Auto Park;15900.0;Renault;2017-11-01;130900.0;1598.0;130.0;Πετρέλαιο;Manual;7
Opel Corsa '18 1.2 ecoTec D Euro 6;10900.0;Opel;2018-07-01;107000.0;1248.0;95.0;Πετρέλαιο;Manual;6
Peugeot 206 '00 1.4 βενζινη πληρωμένα τέλη Α/C;1900.0;Peugeot;2000-06-01;250000.0;1360.0;90.0;Βενζίνη;Manual;24
Kia Sportage '19  1.6 CRDi 115hp Edition 7 2WD;19900.0;Kia;2019-03-01;96400.0;1598.0;116.0;Πετρέλαιο;Manual;5
Nissan Qashqai '20 1.5 dCi Automatic Tekna Full;24500.0;Nissan;2020-08-01;116900.0;1461.0;116.0;Πετρέλαιο;Αυτόματο;4
Mercedes-Benz CLA 180 '16 AMG Line Panorama Full Extra;24900.0;Mercedes-Benz;2016-05-01;138000.0;1461.0;110.0;Πετρέλαιο;Manual;8
Peugeot 108 '16 1.2 Cabrio Full Extra Euro 6;9900.0;Peugeot;2016-03-01;96000.0;1199.0;82.0;Βενζίνη;Manual;8
Mini Cooper S '09 1.6 Cabrio Full Extra;6500.0;Mini-Cooper;2009-08-01;238000.0;1598.0;170.0;Βενζίνη;Manual;15
Bmw 316 '06 1.6 Βενζίνη Άριστο;6700.0;Bmw;2006-03-01;303000.0;1596.0;116.0;Βενζίνη;Manual;18
Renault Captur '16 1.2 Automatic 120hp Full Extra;14400.0;Renault;2016-09-01;108600.0;1197.0;120.0;Βενζίνη;Αυτόματο;8
Bmw 530 '19  iPerformance Steptronic Auto;45000.0;Bmw;2019-07-01;33179.0;1998.0;231.0;Υβριδικό βενζίνη;Αυτόματο;5
Bmw 335 '09;21500.0;Bmw;2009-12-01;145000.0;3000.0;306.0;Βενζίνη;Αυτόματο;15
Toyota Yaris '20  1.5 Hybrid;16000.0;Toyota;2020-08-01;54000.0;1497.0;100.0;Υβριδικό βενζίνη;Αυτόματο;4
Ford Transit '11 2.2 Diesel 3 ΘΕΣΙΟ Α/C;10900.0;Ford;2011-07-01;310000.0;2198.0;125.0;Πετρέλαιο;Manual;13
Volkswagen Golf '18 1.0 Facelift 7.5 Βενζινη;16999.0;Volkswagen;2018-08-01;35000.0;999.0;110.0;Βενζίνη;Manual;6
Nissan Qashqai '13 1.6 dCi Full Extra Panorama;12999.0;Nissan;2013-01-01;129000.0;1598.0;131.0;Πετρέλαιο;Manual;11
Nissan Qashqai '18 1.6 131hp N-Connecta Panorama;21000.0;Nissan;2018-08-01;124700.0;1598.0;131.0;Πετρέλαιο;Manual;6
Chevrolet Matiz '08 Cabrio πληρωμένα τέλη;2700.0;Chevrolet;2008-05-01;141000.0;800.0;55.0;Βενζίνη;Manual;16
Jeep Cherokee '04 Αυτόματο Ελληνικο/ΤΕΛΗ ΟΚ 4x4;5500.0;Jeep;2004-03-01;238000.0;3700.0;204.0;Βενζίνη;Αυτόματο;20
Ford Fiesta '16 1.5dCi 120ps Euro 6 Full Extra;10500.0;Ford;2016-02-01;125000.0;1499.0;120.0;Πετρέλαιο;Manual;8
Volkswagen Golf '15 1.6 TDI BlueMotion Euro 6;12900.0;Volkswagen;2015-10-01;105000.0;1598.0;105.0;Πετρέλαιο;Manual;9
Fiat Panda '19 1.2 βενζινη αριστο!!!;9900.0;Fiat;2019-03-01;49000.0;1248.0;70.0;Βενζίνη;Manual;5
Renault Kadjar '18 1.2 TCe Automatic Full Extra;18500.0;Renault;2018-06-01;94000.0;1197.0;131.0;Βενζίνη;Αυτόματο;6
Nissan Qashqai '18  1.2 DIG-T N-CONNECTA Pano/Nav;19900.0;Nissan;2018-02-01;92000.0;1197.0;115.0;Βενζίνη;Manual;6
Ford C-Max '16  1.5 TDCi Titanium Full Extra;13700.0;Ford;2016-01-01;125300.0;1499.0;120.0;Πετρέλαιο;Manual;8
Peugeot 2008 '16 1.2 PureTech Full Extra Euro 6;12700.0;Peugeot;2016-10-01;88500.0;1199.0;110.0;Βενζίνη;Manual;8
Renault Kadjar '15 1.6 dCi 4x4 Full Extra Euro6;16900.0;Renault;2015-06-01;111800.0;1598.0;131.0;Πετρέλαιο;Manual;9
Citroen C3 Aircross '18 1.6 Diesel Panorama Full Extra;16900.0;Citroen;2018-05-01;91000.0;1560.0;116.0;Πετρέλαιο;Manual;6
Nissan X-Trail '16 1.6 dCi 4x4 Full Extra Ηλιοροφ;20900.0;Nissan;2016-03-01;128000.0;1598.0;131.0;Πετρέλαιο;Manual;8
Volkswagen Golf '01 Βενζινη A/C πληρωμένα τέλη;2500.0;Volkswagen;2001-05-01;291000.0;1398.0;90.0;Βενζίνη;Manual;23
Hyundai i 30 '17 1.6 Automatic Diesel Euro 6;16500.0;Hyundai;2017-02-01;101000.0;1582.0;110.0;Πετρέλαιο;Αυτόματο;7
Fiat 500 '17 1.2 Βενζινη Panorama Euro 6;11500.0;Fiat;2017-04-01;78900.0;1242.0;70.0;Βενζίνη;Manual;7
Peugeot 208 '16 1.2 Full Extra Panorama Euro 6;11900.0;Peugeot;2016-07-01;80000.0;1199.0;110.0;Βενζίνη;Manual;8
Land Rover Range Rover Evoque '16 2.0 Automatic Panor/Δέρμα 4x4;33900.0;Land-Rover;2016-06-01;108000.0;1999.0;150.0;Πετρέλαιο;Αυτόματο;8
Hyundai i 20 '17 i20 1.2Limited Plus;10800.0;Hyundai;2017-06-01;130000.0;1250.0;85.0;Βενζίνη;Manual;7
Hyundai i 30 '16 i30;11400.0;Hyundai;2016-03-01;162800.0;1400.0;101.0;Βενζίνη;Manual;8
Audi TT '03 BASEBALL;6800.0;Audi;2003-12-01;213000.0;1800.0;150.0;Αέριο(lpg) - βενζίνη;Manual;21
Nissan Micra '20;16400.0;Nissan;2020-06-01;37650.0;1000.0;101.0;Βενζίνη;Manual;4
Hyundai i 20 '18;10400.0;Hyundai;2018-01-01;149000.0;1200.0;85.0;Βενζίνη;Manual;6
Mercedes-Benz C 180 '16 AMG Line;36000.0;Mercedes-Benz;2016-10-01;66700.0;1600.0;156.0;Βενζίνη;Αυτόματο;8
Volkswagen Polo '12;8500.0;Volkswagen;2012-06-01;151000.0;1198.0;70.0;Βενζίνη;Manual;12
Fiat 500 '12 ΕΛΛΗΝΙΚΟ 1.3 JTD Multijet 16V Start&Stopp Lounge;9500.0;Fiat;2012-12-01;87300.0;1300.0;95.0;Πετρέλαιο;Manual;12
Volkswagen Up '15 Up! 1.0 Move.up!;8200.0;Volkswagen;2015-12-01;103500.0;999.0;60.0;Βενζίνη;Manual;9
Ford Fiesta '17;11800.0;Ford;2017-07-01;127000.0;1000.0;100.0;Βενζίνη;Manual;7
Renault Megane '10 TCE 180hp;8900.0;Renault;2010-01-01;250000.0;2000.0;180.0;Βενζίνη;Manual;14
Mitsubishi Lancer '15 Lander;9900.0;Mitsubishi;2015-08-01;118000.0;1600.0;116.0;Βενζίνη;Manual;9
Mitsubishi L200 '08;19000.0;Mitsubishi;2008-10-01;195500.0;2500.0;167.0;Πετρέλαιο;Manual;16
Seat Ibiza '12 ST ΑΥΤΟΜΑΤΟ ΠΙΛΟΤΟ START STOT;6300.0;Seat;2012-10-01;145000.0;1200.0;105.0;Πετρέλαιο;Manual;12
Mercedes-Benz Citan '17 108 start stop ΑΥΤΟΜΑΤΟ ΠΙΛΟΤΟ;12500.0;Mercedes-Benz;2017-10-01;111000.0;1600.0;80.0;Πετρέλαιο;Manual;7
Mini Cooper SD '15 John Cooper Works;17000.0;Mini-Cooper;2015-10-01;165000.0;1995.0;170.0;Πετρέλαιο;Manual;9
Skoda Roomster '08 scout δεκ ΑΝΤΑΛΑΓΕΣ ΣΥΖΗΤΗΣΙΜΗ;5200.0;Skoda;2008-10-01;184000.0;1600.0;120.0;Αέριο(lpg) - βενζίνη;Manual;16
Citroen C3 '12 Δώρο μεταβίβαση τέλη πινακίδες;6900.0;Citroen;2012-06-01;136000.0;1100.0;65.0;Βενζίνη;Manual;12
Porsche Cayenne '04 S V8 TIPTRONIC 4.5 FULL 400HP;18100.0;Porsche;2004-01-01;64000.0;4500.0;400.0;Βενζίνη;Αυτόματο;20
Hyundai i 20 '19 **ΜΟΝΑΔΙΚΟ**FULL!CLIMA!LED;12999.0;Hyundai;2019-03-01;108000.0;1248.0;84.0;Βενζίνη;Manual;5
Hyundai i 10 '18 *Passion+*FULL!CLIMA* 1248cc *;11700.0;Hyundai;2018-11-01;88000.0;1248.0;87.0;Βενζίνη;Manual;6
Mercedes-Benz E 200 '91 FACELIFT;5900.0;Mercedes-Benz;1991-12-01;108000.0;2000.0;125.0;Βενζίνη;Manual;33
Renault Captur '17 *ΑΥΤΟΜΑΤΟ ΠΑΡΚΑΡΙΣΜΑ* FULL LED;13900.0;Renault;2017-08-01;83000.0;900.0;90.0;Βενζίνη;Manual;7
Mercedes-Benz C 200 '05 Kompressor Classic 6ταχυτο;5500.0;Mercedes-Benz;2005-01-01;280000.0;2000.0;163.0;Βενζίνη;Manual;19
Mercedes-Benz CLA 250 '21 AMG EDITION NIGHT PANORAMA;48800.0;Mercedes-Benz;2021-10-01;33000.0;1332.0;218.0;Υβριδικό plug-in βενζίνη;Αυτόματο;3
Fiat 500L '15 1.3 16V Multijet;9500.0;Fiat;2015-12-01;185000.0;1248.0;95.0;Πετρέλαιο;Manual;9
Mercedes-Benz E 220 '09  CDI BlueEFFICIENCY Avantgarde Automatic;15500.0;Mercedes-Benz;2009-07-01;620000.0;2143.0;170.0;Πετρέλαιο;Αυτόματο;15
Mercedes-Benz A 250 '20 AMG LINE EDITION NIGHT PACKET;36800.0;Mercedes-Benz;2020-12-01;39000.0;1332.0;218.0;Υβριδικό plug-in βενζίνη;Αυτόματο;4
Bmw X5 '21 XDRIVE45e MPACKET FULL EXTRA;96000.0;Bmw;2021-10-01;39000.0;3000.0;400.0;Υβριδικό plug-in βενζίνη;Αυτόματο;3
Smart ForTwo '18 453 CABRIO LOOK BRABUS;16500.0;Smart;2018-10-01;31000.0;1000.0;71.0;Βενζίνη;Αυτόματο;6
Jeep Compass '22 MCA LIMITED AUTOMATIC 1ο ΧΕΡΙ;32000.0;Jeep;2022-05-01;49000.0;1300.0;150.0;Βενζίνη;Αυτόματο;2
Porsche Cayenne '07 Cayenne S Facelift;21800.0;Porsche;2007-10-01;175000.0;3598.0;300.0;Βενζίνη;Αυτόματο;17
Toyota Corolla '22  ACTIVE ΕΛΛΗΝΙΚΟ;19460.0;Toyota;2022-01-01;45580.0;1200.0;116.0;Βενζίνη;Manual;2
Mercedes-Benz S 320 '02 LOOK 350 ΠΡΩΤΟ ΧΕΡΙ;10000.0;Mercedes-Benz;2002-10-01;133000.0;3200.0;286.0;Βενζίνη;Αυτόματο;22
Mercedes-Benz A 250 '21 AMG LINE NIGHT PACKET PANORAMA;38800.0;Mercedes-Benz;2021-12-01;34000.0;1332.0;218.0;Υβριδικό plug-in βενζίνη;Αυτόματο;3
Toyota Celica '88 GT 125HP;13900.0;Toyota;1988-10-01;121000.0;1600.0;125.0;Βενζίνη;Manual;36
Citroen C5 '06 ΑΡΙΣΤΟ;5000.0;Citroen;2006-01-01;137000.0;1800.0;140.0;Βενζίνη;Manual;18
Bmw X2 '19 M PACKET DIESEL AUTOMATIC ΕΛΛΗΝΙΚΟ;28490.0;Bmw;2019-08-01;74000.0;1496.0;116.0;Πετρέλαιο;Αυτόματο;5
Smart ForTwo '15 Passion look brabus;16500.0;Smart;2015-11-01;77000.0;1000.0;71.0;Βενζίνη;Αυτόματο;9
Mini Cooper '08 ΕΛΛΗΝΙΚΟ CHILI 120HP;7499.0;Mini-Cooper;2008-12-01;144000.0;1600.0;120.0;Αέριο(lpg) - βενζίνη;Manual;16
Mercedes-Benz CLA 220 Shooting Brake '15 AMG PACKET PANORAMA NAVI FULL OPTIONS ΚΑΙΝΟΥΡΓΙΟ;28900.0;Mercedes-Benz;2015-11-01;105000.0;2200.0;170.0;Πετρέλαιο;Ημιαυτόματο;9
Honda Civic '19 1.6 DIESEL ELLEGANCE NAVY CAMERA FULL ΚΑΙΝΟΥΡΓΙΟ;18999.0;Honda;2019-11-01;72000.0;1600.0;120.0;Πετρέλαιο;Manual;5
Porsche 911 '20 992 CARRERA 2 PANORAMA NAVI ΚΑΙΝΟΥΡΓΙΟ;154900.0;Porsche;2020-09-01;49000.0;3000.0;385.0;Βενζίνη;Αυτόματο;4
Porsche Cayenne '21 COUPE HYBRID PANORAMA FULL OPTIONS KΑΙΝΟΥΡΓΙΟ;111900.0;Porsche;2021-07-01;11900.0;3000.0;462.0;Υβριδικό plug-in βενζίνη;Αυτόματο;3
Porsche Cayenne '12 HYBRID PASM ΑΕΡΑΝΑΡΤΙΣΗ FULL BOOK SERVICE PORSCHE;32899.0;Porsche;2012-01-01;158000.0;3000.0;380.0;Υβριδικό βενζίνη;Αυτόματο;12
Jeep Grand Cherokee '17 75 YEARS ANNIVERSARY  FACE LIFT PANO/MA ΑΕΡΑ/ΤΙΣΗ;41500.0;Jeep;2017-01-01;96000.0;3000.0;250.0;Πετρέλαιο;Αυτόματο;7
Mini John Cooper Works '15 ΕΛΛΗΝΙΚΟ PANORAMA 280BHP ΚΑΙΝΟΥΡΓΙΟ;19900.0;Mini-Cooper;2015-07-01;162000.0;1996.0;280.0;Βενζίνη;Αυτόματο;9
Peugeot 208 '17  GTi;19990.0;Peugeot;2017-11-01;38500.0;1598.0;230.0;Βενζίνη;Manual;7
Land Rover Discovery '10 3;21000.0;Land-Rover;2010-01-01;135000.0;2700.0;190.0;Πετρέλαιο;Αυτόματο;14
Jaguar F-Type '15 V8 R 551PS CERAMIC CARBON PACK;99500.0;Jaguar;2015-01-01;53000.0;4999.0;551.0;Βενζίνη;Αυτόματο;9
Fiat 500 '10 C 1.2 8V Lounge Panorama;7500.0;Fiat;2010-06-01;125500.0;1248.0;69.0;Βενζίνη;Manual;14
Porsche 911 '16 991.2 CARRERA S PDK 25000XIL FULL OPTIONS;163500.0;Porsche;2016-09-01;25000.0;3000.0;420.0;Βενζίνη;Αυτόματο;8
Bmw 316 '08   Τιμή Ενδεικτική;10000.0;Bmw;2008-06-01;154000.0;1600.0;122.0;Βενζίνη;Manual;16
Jaguar XF '10 LUXURY ΕΛΛΗΝΙΚΟ 1 ΧΕΡΙ FULL BOOK SERVICE;10499.0;Jaguar;2010-01-01;256000.0;3000.0;241.0;Βενζίνη;Αυτόματο;14
Land Rover Range Rover '15 AUTOBIOGRAPHY HYBRID FULL OPTIONS;58900.0;Land-Rover;2015-05-01;108000.0;3000.0;354.0;Υβριδικό πετρέλαιο;Αυτόματο;9
Mercedes-Benz GLE 350 '16 COUPE FULL AMG PACKET PANORAMA ΑΕΡΑΝΑΡΤΙΣΗ;65990.0;Mercedes-Benz;2016-01-01;49000.0;3000.0;258.0;Πετρέλαιο;Αυτόματο;8
"Jeep Grand Cherokee '09 ΧΕΝΟΝ/ΖΑΝΤΕΣ 18""/ΔΕΡΜΑ/CLIMA/TFT/NAVIGATION/DVD!!!";12900.0;Jeep;2009-09-01;309000.0;3000.0;218.0;Πετρέλαιο;Αυτόματο;15
Audi R8 '10 V10 RACING SEATS CERAMIC BRAKES ΚΑΙΝΟΥΡΓΙΟ;97200.0;Audi;2010-06-01;45000.0;5200.0;525.0;Βενζίνη;Ημιαυτόματο;14
Land Rover Discovery '18 5 SD4 HSE PANORAMA 7SEATS 2 ΧΡΟΝΙΑ ΕΓΓΥΗΣΗ;49800.0;Land-Rover;2018-01-01;82000.0;2000.0;180.0;Πετρέλαιο;Αυτόματο;6
"Mercedes-Benz SLK 200 '05 ZANTEΣ 18""BRABUS-NAVIGATION-ΔΕΡΜΑ-CLIMA-B XENON!!";10900.0;Mercedes-Benz;2005-03-01;167000.0;1800.0;163.0;Βενζίνη;Αυτόματο;19
Mini Cooper SD '15 5 DOORS JC WORKS PACK AYTOMATIC 170BHP NAVI FULL;16350.0;Mini-Cooper;2015-01-01;184000.0;1996.0;170.0;Πετρέλαιο;Αυτόματο;9
Toyota Yaris '12;8200.0;Toyota;2012-12-01;168000.0;1364.0;90.0;Βενζίνη;Manual;12
Mercedes-Benz A 180 '16  URBAN DISEL AUTOMATIC NAVI CAMERA;16890.0;Mercedes-Benz;2016-11-01;153000.0;1461.0;110.0;Πετρέλαιο;Αυτόματο;8
Bmw 740 '18 e iPerformance M pack plug in hybrid;49900.0;Bmw;2018-01-01;102000.0;1998.0;326.0;Υβριδικό plug-in βενζίνη;Αυτόματο;6
Mercedes-Benz SLK 200 '13 AMG PACK PANORAMA NAVI ΚΑΙΝΟΥΡΓΙΟ;27450.0;Mercedes-Benz;2013-04-01;87000.0;1800.0;184.0;Βενζίνη;Αυτόματο;11
Mercedes-Benz E 200 '12 118,000.K.M.MONO/ΔΕΡΜΑ/CLIMA/ZANTEΣ/ΑΥΤΟΜΑΤΟ/FULL!;19900.0;Mercedes-Benz;2012-04-01;118000.0;2143.0;136.0;Πετρέλαιο;Αυτόματο;12
Nissan Micra '21 Ιδιώτης;13250.0;Nissan;2021-01-01;24500.0;999.0;101.0;Βενζίνη;Manual;3
Peugeot 2008 '13 ACTIVE-ΟΘΟΝΗ TFT-LED ΦΩΤΑ-CRUISE CONTROL-A/C-FULL!;10900.0;Peugeot;2013-08-01;136000.0;1400.0;75.0;Πετρέλαιο;Manual;11
Nissan Qashqai+2 '11;11000.0;Nissan;2011-06-01;230500.0;1500.0;110.0;Πετρέλαιο;Manual;13
Ford Kuga '18 ST-LINE/ALCANTARA/NAVI/CAMERA/AUTOMATIC/ΑΒΑΦΟ/FULL;25800.0;Ford;2018-07-01;64000.0;1500.0;125.0;Πετρέλαιο;Αυτόματο;6
Ford Ranger '19 LIMITED/ΔΕΡΜΑ/CAMERA/NAVI/ΕΛΛΗΝΙΚΟ/3ΠΛΗ ΕΓΓΥΗΣΗ!!!;29400.0;Ford;2019-01-01;107000.0;3200.0;200.0;Πετρέλαιο;Αυτόματο;5
Renault Grand Scenic '16 DIESEL AYTOMATIC 7ΘΕΣΙΟ ΥΠΕΡΑΡΙΣΤΟ;11350.0;Renault;2016-10-01;149000.0;1461.0;110.0;Πετρέλαιο;Αυτόματο;8
Nissan Qashqai '19 ACCENTA EURO 6 115 HP EΛΛΗΝΙΚΟ;19900.0;Nissan;2019-05-01;121000.0;1500.0;115.0;Πετρέλαιο;Manual;5
"Hyundai Santa Fe '09 4Χ4/ΖΑΝΤΕΣ 17""/DIESEL/KLIMA/ΔΕΡΜΑ/FULL EXTRA!!!";6500.0;Hyundai;2009-07-01;335000.0;2200.0;155.0;Πετρέλαιο;Manual;15
Audi TT '17  Coupé 1.8 S-Line S-Tronic;42000.0;Audi;2017-04-01;125000.0;1800.0;180.0;Βενζίνη;Αυτόματο;7
Hyundai i 20 '17 ΕΛΛΗΝΙΚΟ/DIESEL/EURO-6/1100CC/AC/YT/ΑΡΙΣΤΟ!!!;10900.0;Hyundai;2017-07-01;129000.0;1100.0;75.0;Πετρέλαιο;Manual;7
Volkswagen Polo '17  GTI DSG (7-Gear);17000.0;Volkswagen;2017-05-01;83000.0;1800.0;240.0;Βενζίνη;Αυτόματο;7
Volkswagen Passat '01 1800CC 150PS/ZANTEΣ/CLIMA/1 XEΡΙ/FULL EXTRA!!!;3200.0;Volkswagen;2001-02-01;241000.0;1800.0;150.0;Βενζίνη;Manual;23
Volkswagen Golf '08 GTI/3ΠΛΗ ΕΓΓΥΗΣΗ/ΗΛΙΟΡΟΦΗ/AΒΑΦΟ/NAVI/117.000.MONO!;13500.0;Volkswagen;2008-10-01;118000.0;2000.0;280.0;Βενζίνη;Manual;16
Mercedes-Benz CLA 180 '18 AMG Line;31000.0;Mercedes-Benz;2018-03-01;17200.0;1461.0;116.0;Πετρέλαιο;Αυτόματο;6
"Audi A4 '04 CABRIO/ΔΕΡΜΑ/ΧΕΝΟΝ/CLIMA/ZANTEΣ 18""/FULL EXTRA!!!";6300.0;Audi;2004-01-01;245000.0;1800.0;163.0;Βενζίνη;Manual;20
Toyota Corolla '93 Xli;1400.0;Toyota;1993-06-01;242800.0;1300.0;86.0;Βενζίνη;Manual;31
Audi Allroad '04 156,000K.M.MONO/1XEΡΙ/ΕΛΛΗΝΙΚΟ/ΒΟΟΚ SERVICE/QUATRO;9800.0;Audi;2004-03-01;156000.0;2671.0;250.0;Βενζίνη;Αυτόματο;20
"Audi S3 '07 119,000.K.M.MONO/PSS 10/ZANTEΣ DTM 18""/XENON/ΔΕΡΜΑ";17500.0;Audi;2007-01-01;119000.0;1984.0;350.0;Βενζίνη;Manual;17
Bmw 116 '11 3ΠΛΗ ΕΓΓΥΗΣΗ/128,000.K.M./ABΑΦΟ/CLIMA/ZANTEΣ/5D!!!;10900.0;Bmw;2011-04-01;128000.0;1600.0;122.0;Βενζίνη;Manual;13
"Bmw 116 '09 M-PACK/ΟΡΟΦΗ/XENON/CLIMA/ZANTEΣ 17""/FULL EXTRA!!!";11000.0;Bmw;2009-03-01;139000.0;1600.0;122.0;Βενζίνη;Manual;15
Daewoo Matiz '02 ΔΕΚΤΕΣ ΑΝΤΑΛΛΑΓΕΣ......;2000.0;Daewoo;2002-09-01;157000.0;800.0;65.0;Βενζίνη;Manual;22
Volkswagen Tiguan '09 1.4TSI 150BHP 4X4 ΕΛΛΗΝΙΚΟ PANORAMA;8999.0;Volkswagen;2009-09-01;113000.0;1400.0;150.0;Βενζίνη;Manual;15
Mitsubishi Pajero '90;1499.0;Mitsubishi;1990-04-01;169000.0;2500.0;90.0;Πετρέλαιο;Manual;34
Bmw 320 '06 Advantage-E90;6900.0;Bmw;2006-08-01;257000.0;1995.0;150.0;Βενζίνη;Manual;18
Kia Picanto '16;8299.0;Kia;2016-03-01;125000.0;998.0;70.0;Βενζίνη;Manual;8
Kia Sportage '22 1.6cc 180ps 7DCT 48V MILD HYBRID TITANIUM;31500.0;Kia;2022-02-01;28500.0;1600.0;180.0;Υβριδικό βενζίνη;Αυτόματο;2
Peugeot 2008 '15 1.6 e-HDi Active Diesel Automatic;12300.0;Peugeot;2015-06-01;101830.0;1560.0;105.0;Πετρέλαιο;Αυτόματο;9
Mitsubishi Pajero '90;1499.0;Mitsubishi;1990-04-01;169000.0;2500.0;90.0;Πετρέλαιο;Manual;34
Bmw 320 '06 Advantage-E90;6900.0;Bmw;2006-08-01;257000.0;1995.0;150.0;Βενζίνη;Manual;18
Kia Picanto '16;8299.0;Kia;2016-03-01;125000.0;998.0;70.0;Βενζίνη;Manual;8
Kia Picanto '18;8999.0;Kia;2018-05-01;80000.0;998.0;70.0;Βενζίνη;Manual;6
Bmw 116 '12 Sport;13500.0;Bmw;2012-08-01;142000.0;1600.0;136.0;Βενζίνη;Manual;12
Mitsubishi Pajero '00 Diesel Pajero;6299.0;Mitsubishi;2000-01-01;113000.0;2500.0;90.0;Πετρέλαιο;Manual;24
Hyundai Galloper '00;6299.0;Hyundai;2000-01-01;113000.0;2500.0;90.0;Πετρέλαιο;Manual;24
Mitsubishi Pajero '98 Diesel intercooler;4999.0;Mitsubishi;1998-01-01;178000.0;2500.0;90.0;Πετρέλαιο;Manual;26
Mitsubishi Asx '17  ΔΕΚΤΕΣ ΑΝΤΑΛΛΑΓΕΣ..EYRO 6;17000.0;Mitsubishi;2017-12-01;166000.0;1560.0;114.0;Πετρέλαιο;Manual;7
Opel Corsa '20  1.2 Edition NAVIGATION CLIMA CRUSE CONTROL;11990.0;Opel;2020-05-01;59900.0;1200.0;75.0;Βενζίνη;Manual;4
Fiat Fiorino '17 1.300 DIESEL BOOK SERVICE TIMH ME ΦΠΑ;8950.0;Fiat;2017-11-01;109000.0;1300.0;90.0;Πετρέλαιο;Manual;7
Seat Ibiza '13 ΔΕΚΤΕΣ ΑΝΤΑΛΛΑΓΕΣ......;8500.0;Seat;2013-12-01;105000.0;1198.0;75.0;Πετρέλαιο;Manual;11
Mercedes-Benz SLK 200 '05  Compressor;15000.0;Mercedes-Benz;2005-08-01;55000.0;1796.0;163.0;Βενζίνη;Manual;19
Kia Sorento '05;3999.0;Kia;2005-01-01;170000.0;2497.0;140.0;Πετρέλαιο;Αυτόματο;19
Ford Transit Connect '19 ΒΕΖΙΝΗ 65,000ΧΙΛ ΚΑΙΝΟΥΡΓΙΟ ΤΙΜΗ ΜΕ ΦΠΑ;13990.0;Ford;2019-01-01;65000.0;1000.0;100.0;Βενζίνη;Manual;5
Smart ForFour '15 Edition#1 Πανορ. Οροφή Navi;10000.0;Smart;2015-07-01;53000.0;1000.0;72.0;Βενζίνη;Manual;9
Audi A1 '15 1,4 TDI SPORT NAVI BOOK SERVICE ΥΠΕΡΑΡΙΣΤΟ;12450.0;Audi;2015-09-01;141000.0;1400.0;90.0;Πετρέλαιο;Manual;9
Opel Corsa '03 ΔΕΚΤΕΣ ΑΝΤΑΛΛΑΓΕΣ......;3500.0;Opel;2003-01-01;165000.0;1199.0;75.0;Βενζίνη;Manual;21
Bmw 116 '06 ΔΕΚΤΕΣ ΑΝΤΑΛΛΑΓΕΣ......;5700.0;Bmw;2006-07-01;250000.0;1590.0;120.0;Βενζίνη;Manual;18
Citroen C3 Aircross '18 1,6 HDI 100PS  ΥΠΕΡΑΡΙΣΤΟ;12450.0;Citroen;2018-02-01;146000.0;1560.0;100.0;Πετρέλαιο;Manual;6
Renault Clio '16 GT RS AUTOMATIC PANORAMA NAVI CAMERA FULL;9990.0;Renault;2016-01-01;161000.0;1200.0;120.0;Βενζίνη;Αυτόματο;8
Land Rover Range Rover Sport '10 HSE FACE LIFT DIESEL ΟΡΟΦΗ FULL OPTIONS;24900.0;Land-Rover;2010-10-01;181400.0;3000.0;258.0;Πετρέλαιο;Αυτόματο;14
Volkswagen Jetta '06 Sunroof+navi+clima+book;7500.0;Volkswagen;2006-01-01;148000.0;1600.0;115.0;Βενζίνη;Manual;18
Opel Astra '08  GTC 1.6 Easytronic ΑΥΤΟΜΑΤΟ;6000.0;Opel;2008-01-01;185000.0;1598.0;116.0;Βενζίνη;Αυτόματο;16
Mini Cooper '16 Cabrio 1.5 TwinPower FULL!!;19990.0;Mini-Cooper;2016-12-01;47000.0;1500.0;136.0;Βενζίνη;Manual;8
Fiat 500 '18 LOUNGE 875CC TWIN AIR NAVI PANORAMA;11990.0;Fiat;2018-08-01;30450.0;875.0;85.0;Βενζίνη;Manual;6
Hyundai i 30 '15 ΔΕΚΤΕΣ ΑΝΤΑΛΛΑΓΕΣ..EYRO 6...;13500.0;Hyundai;2015-12-01;168000.0;1582.0;110.0;Πετρέλαιο;Manual;9
Mini Countryman '15 COOPER D  ΕΛΛΗΝΙΚΟ 105.000ΧΙΛ ΚΑΙΝΟΥΡΓΙΟ;13990.0;Mini-Cooper;2015-07-01;105000.0;1600.0;115.0;Πετρέλαιο;Manual;9
