FullName;Price;Name;ProductionDate;Klm;CubicCapacity;Horsepower;GasType;GearBox;Age
Fiat Grande Punto '07;5000.0;Fiat;2007-01-01;238721.0;1300.0;90.0;Πετρέλαιο;Manual;17
Fiat 500 '12 ABARTH 312 * 200PS;12500.0;Fiat;2012-06-01;98069.0;1368.0;200.0;Βενζίνη;Manual;12
Mini ONE '18 *ΕΛΛΗΝΙΚΟ *1.5 DIESEL*BOOK SERVICE;13499.0;Mini-Cooper;2018-02-01;81876.0;1496.0;95.0;Πετρέλαιο;Manual;6
Dacia Duster '19 *ΕΛΛΗΝΙΚΟ*NEW MOD*4X4*116PS*SPORTIVE*BOOK SER;15990.0;Dacia;2019-03-01;136424.0;1461.0;116.0;Πετρέλαιο;Manual;5
Peugeot 208 '19 *ΕΛΛΗΝΙΚΟ*1.5 102PS*ΟΘΟΝΗ*ΜΗΔΕΝ ΤΕΛΗ *BOOK SERV;10499.0;Peugeot;2019-09-01;108961.0;1499.0;102.0;Πετρέλαιο;Manual;5
Mercedes-Benz CLA 180 '18 AMG Line;31000.0;Mercedes-Benz;2018-03-01;17200.0;1461.0;116.0;Πετρέλαιο;Αυτόματο;6
Renault Clio '22 ΕΓΓΥΗΣΗ ΑΝΤΙΠΡΟΣΩΠΕΙΑΣ;16990.0;Renault;2022-11-01;28000.0;1461.0;100.0;Πετρέλαιο;Manual;2
Toyota Corolla '03 192PS - CLIMATRONIC;5000.0;Toyota;2003-04-01;365007.0;1796.0;192.0;Βενζίνη;Manual;21
Peugeot Partner '18 *LONG*ΕΛΛΗΝΙΚΟ*3ΘΕΣΙΟ*BOOK SERVICE;12500.0;Peugeot;2018-06-01;64485.0;1560.0;100.0;Πετρέλαιο;Manual;6
Opel Corsa '17 ΕΛΛΗΝΙΚΟ *EURO6 * BOOK SERVICE;8990.0;Opel;2017-08-01;123421.0;1248.0;95.0;Πετρέλαιο;Manual;7
Mercedes-Benz GLA 180 '17 *ΕΛΛΗΝΙΚΟ*URBAN*CAMERA*PARKTRONIC*BOOK SERVICE;22499.0;Mercedes-Benz;2017-03-01;141099.0;1461.0;109.0;Πετρέλαιο;Αυτόματο;7
Peugeot 5008 '18 *ΕΛΛΗΝΙΚΟ*ΑΥΤΟΜΑΤΟ 120PS*ACTIVE GRIP*BOOK SERV;22500.0;Peugeot;2018-05-01;110546.0;1560.0;120.0;Πετρέλαιο;Αυτόματο;6
Renault Twingo '19 *LIMITED * 1.0 70PS * BOOK SERVICE;8990.0;Renault;2019-04-01;94664.0;999.0;71.0;Βενζίνη;Manual;5
Toyota Aygo '17 *ΕΛΛΗΝΙΚΟ * 1.0 X-CITY *BOOK SERVICE;8699.0;Toyota;2017-05-01;91765.0;998.0;70.0;Βενζίνη;Manual;7
Nissan Qashqai '16 CONNECT EDITION  PANORAMA NAVI;18499.0;Nissan;2016-02-01;93820.0;1600.0;131.0;Πετρέλαιο;Manual;8
Mini One D '18 *ΕΛΛΗΝΙΚΟ*1.5 DIESEL*BOOK SERVICE;13499.0;Mini-Cooper;2018-02-01;81876.0;1496.0;95.0;Πετρέλαιο;Manual;6
Dacia Duster '19 *ΕΛΛΗΝΙΚΟ*NEW MOD*4X4*116PS*SPORTIVE*BOOK SER;14990.0;Dacia;2019-07-01;173052.0;1461.0;116.0;Πετρέλαιο;Manual;5
Toyota Yaris '16 *ΕΛΛΗΝΙΚΟ*Yaris VAN *EURO6 *BOOK SERVICE;7000.0;Toyota;2016-06-01;236185.0;1364.0;90.0;Πετρέλαιο;Manual;8
Volkswagen Golf '16 *ΕΛΛΗΝΙΚΟ* R LINE *TSI 125PS *BOOK SERVICE;13499.0;Volkswagen;2016-11-01;169737.0;1395.0;125.0;Βενζίνη;Manual;8
Bmw X1 '17 *ΕΛΛΗΝΙΚΟ* 25d *PANORAMA* 4X4 231PS*EURO6*SERVICE;27990.0;Bmw;2017-08-01;161034.0;1995.0;231.0;Πετρέλαιο;Αυτόματο;7
Nissan Qashqai '16 *ΕΛΛΗΝΙΚΟ*ACENTA*NAVI*4Χ4 131PS*BOOK SERVICE;16499.0;Nissan;2016-06-01;160346.0;1598.0;131.0;Πετρέλαιο;Manual;8
Citroen C3 '19 *ΕΛΛΗΝΙΚΟ*NAVI *ΜΗΔΕΝ ΤΕΛΗ*BOOK SERVICE;10990.0;Citroen;2019-07-01;94054.0;1499.0;102.0;Πετρέλαιο;Manual;5
Citroen C3 '19 *ΕΛΛΗΝΙΚΟ*NAVI *ΜΗΔΕΝ ΤΕΛΗ*BOOK SERVICE;10499.0;Citroen;2019-10-01;115937.0;1499.0;102.0;Πετρέλαιο;Manual;5
Nissan Qashqai '19 *ΕΛΛΗΝΙΚΟ*EURO6C*115PS*ACENTA*CAMERA*BOOK SERV;16799.0;Nissan;2019-10-01;182840.0;1461.0;115.0;Πετρέλαιο;Manual;5
Mercedes-Benz E 300 '14 Ηλεκτρικό + πετρέλαιο 235 ps;26950.0;Mercedes-Benz;2014-02-01;145000.0;2150.0;235.0;Υβριδικό πετρέλαιο;Αυτόματο;10
Peugeot 208 '19 *ΕΛΛΗΝΙΚΟ*1.5 102PS*ΟΘΟΝΗ*ΜΗΔΕΝ ΤΕΛΗ *BOOK SERV;10499.0;Peugeot;2019-08-01;107635.0;1499.0;102.0;Πετρέλαιο;Manual;5
Hyundai i 20 '19 *ΕΛΛΗΝΙΚΟ*EXCLUSIVE*CAR PLAY*CAMERA*SERV HYUNDAI;10990.0;Hyundai;2019-02-01;188656.0;998.0;100.0;Βενζίνη;Manual;5
Audi Q2 '17 *ΕΛΛΗΝΙΚΟ *1.0TFSi Ultra *SPORT *BOOK SERVICE;17990.0;Audi;2017-03-01;99466.0;999.0;116.0;Βενζίνη;Manual;7
Fiat 500 '17 Μοναδικό!!! Full extra diesel;11950.0;Fiat;2017-03-01;145000.0;1300.0;95.0;Πετρέλαιο;Manual;7
Citroen C3 Aircross '18 *ΕΛΛΗΝΙΚΟ*NAVI *ACTIVE GRIP*110 SHINE*BOOK SERV;15990.0;Citroen;2018-03-01;98746.0;1199.0;110.0;Βενζίνη;Αυτόματο;6
Peugeot 208 '18 ΕΛΛΗΝΙΚΟ *EURO6 *ACTIVE *ΜΗΔΕΝ Τ.Κ *BOOK SERVICE;9200.0;Peugeot;2018-02-01;85789.0;1560.0;75.0;Πετρέλαιο;Manual;6
Jaguar MK II '65 Type S 3.8 Manual + Overdrive;24500.0;Jaguar;1965-04-01;48500.0;3800.0;220.0;Βενζίνη;Manual;59
Bmw X2 '20 //M- PACK- AUTOMATIK//;29900.0;Bmw;2020-07-01;71000.0;1500.0;116.0;Πετρέλαιο;Αυτόματο;4
Opel Astra '18 ΕΛΛΗΝΙΚΟ*DYNAMIC*NAVIG*136PS*PDC*BOOK SERV;11499.0;Opel;2018-09-01;165742.0;1598.0;136.0;Πετρέλαιο;Manual;6
Citroen C3 '19 *ΕΛΛΗΝΙΚΟ*NAVI *ΜΗΔΕΝ ΤΕΛΗ*BOOK SERVICE;10499.0;Citroen;2019-09-01;120407.0;1499.0;102.0;Πετρέλαιο;Manual;5
Citroen C3 '17  1.2 PureTech Feel;10450.0;Citroen;2017-05-01;75031.0;1200.0;82.0;Βενζίνη;Manual;7
Toyota Yaris '19 *ΕΛΛΗΝΙΚΟ*1.5 HYBRID*ACTIVE TSS*SERVICE TOYOTA;13499.0;Toyota;2019-07-01;129469.0;1497.0;100.0;Υβριδικό βενζίνη;Αυτόματο;5
Toyota Corolla '19 *ΕΛΛΗΝΙΚΟ*SEDAN*HYBRID*ACTIVE*SERVICE TOYOTA;17990.0;Toyota;2019-06-01;124985.0;1798.0;122.0;Υβριδικό βενζίνη;Αυτόματο;5
Mercedes-Benz GLA 180 '17 *ΕΛΛΗΝΙΚΟ*URBAN*PANORAMA*CAMERA*BOOK SE*CARPLAY;24500.0;Mercedes-Benz;2017-01-01;94287.0;1461.0;109.0;Πετρέλαιο;Αυτόματο;7
Toyota C-HR '17 *1.2 T Flow *CAMERA * BOOK SERVICE;17800.0;Toyota;2017-04-01;104609.0;1197.0;116.0;Βενζίνη;Manual;7
Fiat Panda '17 1.3 πετρέλαιο 95HP Start&Stop;8450.0;Fiat;2017-12-01;174000.0;1300.0;95.0;Πετρέλαιο;Manual;7
Peugeot 208 '19 *ΕΛΛΗΝΙΚΟ*1.5 102PS*ΟΘΟΝΗ*ΜΗΔΕΝ ΤΕΛΗ *BOOK SERV;9990.0;Peugeot;2019-08-01;119385.0;1499.0;102.0;Πετρέλαιο;Manual;5
Nissan Micra '19 *ΕΛΛΗΝΙΚΟ*ENERGY 1.5 90PS*ΜΗΔΕΝ ΤΕΛΗ*BOOK SERVICE;9499.0;Nissan;2019-01-01;194634.0;1461.0;90.0;Πετρέλαιο;Manual;5
Toyota Yaris '19 *ΕΛΛΗΝΙΚΟ*1.5 HYBRID*ACTIVE TSS*SERVICE TOYOTA;12800.0;Toyota;2019-06-01;163592.0;1497.0;100.0;Υβριδικό βενζίνη;Αυτόματο;5
Mercedes-Benz CLS 350 '06 Υγραέριο;14000.0;Mercedes-Benz;2006-11-01;281000.0;3500.0;272.0;Αέριο(lpg) - βενζίνη;Αυτόματο;18
Peugeot 2008 '18 2008 1.2 PureTech Allure 110hp;10850.0;Peugeot;2018-01-01;100000.0;1200.0;110.0;Βενζίνη;Manual;6
Renault Clio '13;8200.0;Renault;2013-08-01;169000.0;1495.0;90.0;Πετρέλαιο;Manual;11
Peugeot 207 '08 CC EYKAIPIA 101700KM FULL ΕΧΤΡΑ 120HP ΠΛΗΡ ΤΕΛΗ 24;5600.0;Peugeot;2008-09-01;101700.0;1600.0;120.0;Βενζίνη;Manual;16
Mercedes-Benz Vito '20  Van Compact 116 CDI;18850.0;Mercedes-Benz;2020-08-01;115000.0;2143.0;163.0;Πετρέλαιο;Manual;4
Opel Corsa '05 1.2 AYTOMATO 147000KM ΠΛΗΡΩΜΕΝΑ ΤΕΛΗ 2024;4650.0;Opel;2005-10-01;147392.0;1229.0;80.0;Βενζίνη;Αυτόματο;19
Toyota Auris '07 ΕΥΚΑΙΡΙΑ 16V VVTI ΑΕΡΙΟ ΝΕΑ ΛΑΣΤΙΧΑ FULL EXTRA;6500.0;Toyota;2007-08-01;239211.0;1398.0;97.0;Αέριο(lpg) - βενζίνη;Manual;17
Ford Fiesta '17 1.5 TDCi ST-Line black;8990.0;Ford;2017-07-01;120000.0;1499.0;95.0;Πετρέλαιο;Manual;7
Peugeot 3008 '18;21800.0;Peugeot;2018-06-01;128000.0;1499.0;131.0;Πετρέλαιο;Αυτόματο;6
Bmw X5 '16 XDRIVE 2.5D FACELIFT 231HP !!!!!!;37999.0;Bmw;2016-06-01;129000.0;2000.0;231.0;Πετρέλαιο;Αυτόματο;8
Peugeot 3008 '18;21800.0;Peugeot;2018-06-01;128000.0;1499.0;131.0;Πετρέλαιο;Αυτόματο;6
Fiat Talento '17 PROFESSIONAL;14350.0;Fiat;2017-09-01;161000.0;1598.0;120.0;Πετρέλαιο;Manual;7
Mercedes-Benz CLA 220 '15 Video παρουσίασης;22950.0;Mercedes-Benz;2015-01-01;140000.0;2200.0;200.0;Πετρέλαιο;Αυτόματο;9
Mitsubishi Carisma '03 EYKAIPIA 1.3 CC 1 ΧΕΡΙ ΑΨΟΓΟ;4499.0;Mitsubishi;2003-12-01;142324.0;1299.0;82.0;Βενζίνη;Manual;21
Opel Corsa '20  1.5 Diesel Ultimate;12999.0;Opel;2020-03-01;82000.0;1499.0;102.0;Πετρέλαιο;Manual;4
Mercedes-Benz 230 '83  W123 -AUTOMATIC-;9950.0;Mercedes-Benz;1983-04-01;102000.0;2300.0;115.0;Βενζίνη;Αυτόματο;41
Porsche Macan '14 S 3.0cc 300PS DIESEL ΑΡΙΣΤΟ ΠΛΗΡΩΜΕΝΑ ΤΕΛΗ 2024;49999.0;Porsche;2014-08-01;182146.0;2997.0;300.0;Πετρέλαιο;Αυτόματο;10
Hyundai i 20 '16  1.1 CRDi blue Trend;10750.0;Hyundai;2016-09-01;144000.0;1120.0;75.0;Πετρέλαιο;Manual;8
Toyota iQ '11;7650.0;Toyota;2011-06-01;125000.0;999.0;69.0;Βενζίνη;Manual;13
Skoda Fabia '03 1.4 16V 1 ΧΕΡΙ ΑΡΙΣΤΟ ΠΛΗΡΩΜ ΤΕΛΗ 24;3300.0;Skoda;2003-11-01;200316.0;1390.0;101.0;Βενζίνη;Manual;21
Opel Meriva '07 1 ΧΕΡΙ 121000ΚΜ ΒΙΒΛΙΟ ΣΕΡΒΙΣ ΑΨΟΓΟ;5999.0;Opel;2007-10-01;120000.0;1598.0;101.0;Βενζίνη;Manual;17
Mercedes-Benz CLK 200 '04 ΕΥΚΑΙΡΙΑ 1.8 163ΡS KOMPRESSOR AVANTGARDE 1XEPI;7899.0;Mercedes-Benz;2004-03-01;249603.0;1796.0;163.0;Βενζίνη;Αυτόματο;20
Hyundai i 20 '17;10850.0;Hyundai;2017-09-01;31000.0;1248.0;75.0;Βενζίνη;Manual;7
Ford Mondeo '02;3000.0;Ford;2002-02-01;116000.0;1798.0;125.0;Βενζίνη;Manual;22
Mercedes-Benz E 220 '06;10500.0;Mercedes-Benz;2006-03-01;285000.0;2200.0;180.0;Πετρέλαιο;Αυτόματο;18
Opel Combo '17;10999.0;Opel;2017-12-01;110000.0;1589.0;105.0;Πετρέλαιο;Manual;7
Bmw 530 '06;13000.0;Bmw;2006-01-01;349000.0;3000.0;272.0;Βενζίνη;Αυτόματο;18
Opel Crossland X '19;13950.0;Opel;2019-11-01;78750.0;1190.0;83.0;Βενζίνη;Manual;5
Bmw 318 '02 E46 LPG 1895cc M43 ΑΤΡΑΚΑΡΙΣΤΟ;5300.0;Bmw;2002-01-01;330000.0;1895.0;118.0;Αέριο(lpg) - βενζίνη;Manual;22
Volkswagen Polo '07 1,2 lpg;4890.0;Volkswagen;2007-09-01;147000.0;1198.0;70.0;Αέριο(lpg) - βενζίνη;Manual;17
Peugeot 208 '16  1.6 BlueHDi;9800.0;Peugeot;2016-10-01;131500.0;1600.0;100.0;Πετρέλαιο;Manual;8
Hyundai i 20 '17 INDRO GO EDITION  FULL;11999.0;Hyundai;2017-02-01;95000.0;1248.0;84.0;Βενζίνη;Manual;7
Kia Picanto '05;3999.0;Kia;2005-03-01;160000.0;1100.0;65.0;Βενζίνη;Manual;19
Toyota Yaris '19 Bi Tone;17900.0;Toyota;2019-06-01;46000.0;1500.0;101.0;Υβριδικό βενζίνη;Αυτόματο;5
Citroen C4 Picasso '09 AUTOMATIC F1 FULL;5555.0;Citroen;2009-03-01;229000.0;1560.0;109.0;Πετρέλαιο;Αυτόματο;15
Hyundai Kona '20 ΜΟΝΑΔΙΚΟ!ΔΕΡΜΑ!1FULL!;18800.0;Hyundai;2020-06-01;130000.0;1000.0;120.0;Βενζίνη;Manual;4
Kia Rio '12 FULL EXTRA 6ΤΑΧΥΤΟ!ΒΙΒΛΊΟ!;7999.0;Kia;2012-06-01;138000.0;1100.0;75.0;Πετρέλαιο;Manual;12
Hyundai i 30 '11 CLIMA/CARAVAN/FULL;7999.0;Hyundai;2011-08-01;170000.0;1400.0;109.0;Αέριο(lpg) - βενζίνη;Manual;13
Fiat 500X '16 Full extra άριστο.;13900.0;Fiat;2016-01-01;131000.0;1248.0;95.0;Πετρέλαιο;Manual;8
Nissan Qashqai '18 ΝΕΟ ΜΟΝΤΕΛΟ!N CONNECT!FULL!;18500.0;Nissan;2018-02-01;165000.0;1200.0;131.0;Βενζίνη;Manual;6
Suzuki Grand Vitara '05;7490.0;Suzuki;2005-05-01;184000.0;1600.0;96.0;Βενζίνη;Manual;19
Nissan Qashqai '16 ΑΥΤΟΜΑΤΟ!EURO6!CAMERA 360;18999.0;Nissan;2016-03-01;90000.0;1600.0;131.0;Πετρέλαιο;Αυτόματο;8
Renault Clio '18 LIMITED ΔΕΡΜΑ ΧΕΝΟΝ CLIMA;11999.0;Renault;2018-01-01;150000.0;1461.0;90.0;Πετρέλαιο;Manual;6
Toyota Avensis '06 1 ΧΕΡΙ ΑΕΡΙΟ FULL EXTRA;4999.0;Toyota;2006-09-01;250000.0;1600.0;115.0;Αέριο(lpg) - βενζίνη;Manual;18
Ford Fiesta '19 ACTIVE CROSS ΜΟΝΑΔΙΚΟ!!FULL!;13999.0;Ford;2019-08-01;125000.0;1000.0;100.0;Βενζίνη;Manual;5
Nissan Micra '19 ΜΟΝΑΔΙΚΟ N LINE CLIMA CAMERA;13500.0;Nissan;2019-01-01;125000.0;900.0;90.0;Βενζίνη;Manual;5
Audi Q7 '07 S LINE!7ΘΕΣΙΟ!FULL;22500.0;Audi;2007-05-01;240000.0;3000.0;240.0;Πετρέλαιο;Αυτόματο;17
Ford Aerostar '22;52000.0;Ford;2022-01-01;365978.0;2000.0;132.0;Βενζίνη;Manual;2
Bmw 530 '06;13000.0;Bmw;2006-01-01;349000.0;3000.0;272.0;Βενζίνη;Αυτόματο;18
Hyundai i 20 '17 PANORAMA KEYLLES CLIMA LED;12999.0;Hyundai;2017-03-01;135000.0;1400.0;90.0;Πετρέλαιο;Manual;7
Kia Sportage '18 ΔΕΡΜΑ!PANORAMA!AUTOMATIC!FULL;24999.0;Kia;2018-03-01;135000.0;1700.0;140.0;Πετρέλαιο;Αυτόματο;6
Citroen C1 '16 CABRIO!CAMERA!LED!1.2!;8999.0;Citroen;2016-08-01;88000.0;1200.0;82.0;Βενζίνη;Manual;8
Opel Karl '16 COSMO!ΔΕΡΜΑ-CLIMA-ΖΑΝΤΕΣ;8888.0;Opel;2016-05-01;148000.0;999.0;75.0;Βενζίνη;Manual;8
Fiat 500S '14 S EDITION FULL EXTRA EURO6;8500.0;Fiat;2014-08-01;100000.0;1242.0;85.0;Βενζίνη;Manual;10
Fiat Fiorino '16 FULL ΠΛΑΙΝΗ A/C ΣΧΑΡΑ;10800.0;Fiat;2016-06-01;160000.0;1248.0;78.0;Πετρέλαιο;Manual;8
Mitsubishi Space Star '18 1200CC! DIAMAND EDITION!FULL!N;8999.0;Mitsubishi;2018-09-01;130000.0;1298.0;90.0;Βενζίνη;Manual;6
Volkswagen Up '19 FACE LIFT FULL EXTRA;8999.0;Volkswagen;2019-02-01;110000.0;998.0;75.0;Βενζίνη;Manual;5
Volkswagen Golf '05;3555.0;Volkswagen;2005-04-01;300000.0;1400.0;90.0;Βενζίνη;Manual;19
Smart ForFour '07 454 1300cc;3500.0;Smart;2007-01-01;250000.0;1300.0;85.0;Βενζίνη;Manual;17
Skoda Fabia '01;2500.0;Skoda;2001-01-01;170000.0;1400.0;75.0;Αέριο(lpg) - βενζίνη;Manual;23
Citroen C4 '06 Exclusive;5600.0;Citroen;2006-01-01;170000.0;1600.0;110.0;Βενζίνη;Manual;18
Mercedes-Benz C 200 '19 AMG Line Panorama 9G C200d;50000.0;Mercedes-Benz;2019-07-01;52000.0;1600.0;160.0;Πετρέλαιο;Αυτόματο;5
Volkswagen Passat '04;4000.0;Volkswagen;2004-01-01;260000.0;1800.0;150.0;Βενζίνη;Manual;20
Opel Vivaro '08 2000cc 150ps;12000.0;Opel;2008-10-01;200324.0;2000.0;150.0;Βενζίνη;Manual;16
Mini Cooper '05 1600cc 110ps;5999.0;Mini-Cooper;2005-01-01;170453.0;1600.0;110.0;Βενζίνη;Manual;19
Alfa Romeo '12;11000.0;Alfa-Romeo;2012-01-01;210000.0;1600.0;120.0;Πετρέλαιο;Manual;12
Mercedes-Benz Vito '18  Van long 114 CDI;16450.0;Mercedes-Benz;2018-05-01;213000.0;2143.0;136.0;Πετρέλαιο;Manual;6
Mercedes-Benz E 220 '18 2000cc Diesel E220 AMG;43000.0;Mercedes-Benz;2018-08-01;87098.0;2000.0;174.0;Πετρέλαιο;Αυτόματο;6
Bmw 330 '03 1600cc 231ps 330;7999.0;Bmw;2003-01-01;214098.0;1600.0;231.0;Βενζίνη;Αυτόματο;21
Renault Kadjar '16 1500cc 110ps aftomato;15900.0;Renault;2016-04-01;140343.0;1500.0;110.0;Πετρέλαιο;Αυτόματο;8
Opel Astra '10 J;6500.0;Opel;2010-01-01;237000.0;1686.0;110.0;Πετρέλαιο;Manual;14
Bmw 318 '04 E46 2000 cc 150 ps;5500.0;Bmw;2004-09-01;290321.0;2000.0;150.0;Βενζίνη;Manual;20
Opel Corsa '05 1400cc 100ps;2500.0;Opel;2005-07-01;300435.0;1400.0;100.0;Βενζίνη;Manual;19
Bmw 418 Gran Coupe '16 M Pack;38700.0;Bmw;2016-08-01;148000.0;2000.0;150.0;Πετρέλαιο;Αυτόματο;8
Mazda 6 '05;5000.0;Mazda;2005-01-01;117000.0;1798.0;120.0;Βενζίνη;Manual;19
Fiat Punto '14 1300cc 95ps;7500.0;Fiat;2014-08-01;148999.0;1300.0;95.0;Πετρέλαιο;Manual;10
Opel Corsa '08 1300cc 90ps;5999.0;Opel;2008-01-01;150232.0;1300.0;90.0;Πετρέλαιο;Manual;16
Mercedes-Benz Vito '16 2200cc Diesel 190ps VIP;69500.0;Mercedes-Benz;2016-04-01;150546.0;2200.0;190.0;Πετρέλαιο;Manual;8
Mitsubishi Outlander '07 2000cc 4x4 230ps;7500.0;Mitsubishi;2007-01-01;260432.0;2000.0;230.0;Βενζίνη;Manual;17
Bmw 320 '21 2000cc 194ps M;51999.0;Bmw;2021-11-01;29076.0;2000.0;194.0;Υβριδικό πετρέλαιο;Αυτόματο;3
Audi A1 '13 1600cc diesel;11500.0;Audi;2013-10-01;180433.0;1600.0;105.0;Πετρέλαιο;Manual;11
Opel Meriva '12 1300cc Diesel 95 ps;7500.0;Opel;2012-01-01;180232.0;1300.0;95.0;Πετρέλαιο;Manual;12
Bmw 320 '07 2000cc 170ps;13500.0;Bmw;2007-09-01;200123.0;2000.0;170.0;Βενζίνη;Αυτόματο;17
Mercedes-Benz Sprinter '00 2200cc 85ps 2000;5999.0;Mercedes-Benz;2000-10-01;600324.0;2200.0;85.0;Πετρέλαιο;Manual;24
Opel Corsa '16 1300cc Diesel 95ps;9900.0;Opel;2016-01-01;180765.0;1300.0;95.0;Πετρέλαιο;Manual;8
Bmw X5 '21 X5 M 3000cc Diesel hybrid 286p;98000.0;Bmw;2021-09-01;56090.0;3000.0;286.0;Υβριδικό πετρέλαιο;Αυτόματο;3
Bmw 320 '16 2000cc 190ps Diesel Aftomato;32500.0;Bmw;2016-10-01;48900.0;2000.0;194.0;Πετρέλαιο;Αυτόματο;8
Honda Civic '03 1400cc 90ps;2500.0;Honda;2003-05-01;400234.0;1400.0;90.0;Βενζίνη;Manual;21
Mercedes-Benz C 200 '05 2000 cc 193ps;6999.0;Mercedes-Benz;2005-07-01;300232.0;2000.0;193.0;Βενζίνη;Manual;19
Renault Megane '17 1500cc Diesel Aftomato 110ps;14999.0;Renault;2017-08-01;148987.0;1500.0;110.0;Πετρέλαιο;Αυτόματο;7
Alfa Romeo Giulietta '15 1600cc 115ps Diesel;10999.0;Alfa-Romeo;2015-01-01;101232.0;1600.0;115.0;Πετρέλαιο;Manual;9
Mercedes-Benz S 280 '97 S Clas 1997 aftomato;9500.0;Mercedes-Benz;1997-04-01;167232.0;2800.0;190.0;Βενζίνη;Αυτόματο;27
Citroen C3 Picasso '16 1600cc Diesel 110ps;8500.0;Citroen;2016-04-01;160232.0;1600.0;110.0;Πετρέλαιο;Manual;8
Audi TT '03 BASEBALL;6800.0;Audi;2003-12-01;213000.0;1800.0;150.0;Αέριο(lpg) - βενζίνη;Manual;21
Opel Astra '08  GTC 1.6 Easytronic ΑΥΤΟΜΑΤΟ;6000.0;Opel;2008-01-01;185000.0;1598.0;116.0;Βενζίνη;Αυτόματο;16
Citroen C3 Picasso '16 1600cc Diesel 110ps;8500.0;Citroen;2016-04-01;160232.0;1600.0;110.0;Πετρέλαιο;Manual;8
Seat Leon '07 1600cc 105ps Υγραέριο;4999.0;Seat;2007-01-01;180232.0;1600.0;105.0;Αέριο(lpg) - βενζίνη;Manual;17
Opel Astra '01 1700cc Diesel 90ps;3200.0;Opel;2001-07-01;400243.0;1700.0;90.0;Πετρέλαιο;Manual;23
Renault Megane '17 1500cc 110ps Diesel BOSE;17900.0;Renault;2017-11-01;80232.0;1500.0;110.0;Πετρέλαιο;Αυτόματο;7
Mercedes-Benz A 180 '14 1500cc 110 ps AMG;19999.0;Mercedes-Benz;2014-11-01;132031.0;1500.0;110.0;Πετρέλαιο;Αυτόματο;10
Hyundai i 20 '14 1200cc 85ps;7500.0;Hyundai;2014-01-01;150034.0;1200.0;85.0;Βενζίνη;Manual;10
Renault Captur '18 1500cc 110ps 2018;15800.0;Renault;2018-07-01;120123.0;1500.0;110.0;Πετρέλαιο;Manual;6
Skoda Citigo '16 ΕURO 6 ΑΝΤΑΛΛΑΓΗ ..;7500.0;Skoda;2016-08-01;101200.0;999.0;60.0;Βενζίνη;Manual;8
Renault Clio '17 1500cc Diesel 90ps;10800.0;Renault;2017-11-01;122123.0;1500.0;90.0;Πετρέλαιο;Manual;7
Opel Corsa '09 1300cc 75ps;4999.0;Opel;2009-01-01;400123.0;1300.0;75.0;Πετρέλαιο;Manual;15
Peugeot 206 '06 1400cc Diesel 75ps;4300.0;Peugeot;2006-09-01;230123.0;1400.0;75.0;Πετρέλαιο;Manual;18
Seat Leon '06 1600cc 105 ps Ygraerio;4999.0;Seat;2006-10-01;300234.0;1600.0;105.0;Αέριο(lpg) - βενζίνη;Manual;18
Honda Civic '18 1600cc 120ps diesel;17500.0;Honda;2018-11-01;93234.0;1600.0;120.0;Πετρέλαιο;Manual;6
Toyota Corolla '08 1400cc 98ps 2008;7500.0;Toyota;2008-04-01;300232.0;1400.0;98.0;Βενζίνη;Manual;16
Fiat 500 '08 1400cc 100ps;6999.0;Fiat;2008-08-01;158023.0;1400.0;100.0;Βενζίνη;Manual;16
Toyota Yaris '08 1300cc 90ps;4999.0;Toyota;2008-01-01;300212.0;1300.0;90.0;Αέριο(lpg) - βενζίνη;Manual;16
Peugeot 3008 '19 1500cc 131ps Diesel GT;24000.0;Peugeot;2019-01-01;140232.0;1500.0;131.0;Πετρέλαιο;Manual;5
Toyota Aygo '12 1000cc 75ps;6500.0;Toyota;2012-10-01;120325.0;1000.0;75.0;Βενζίνη;Manual;12
Fiat Tipo '17 1600cc 110ps Αυτόματο;10500.0;Fiat;2017-01-01;118097.0;1600.0;110.0;Πετρέλαιο;Αυτόματο;7
Mercedes-Benz Vito '17  Van long 114 CDI;17350.0;Mercedes-Benz;2017-06-01;121000.0;2143.0;136.0;Πετρέλαιο;Manual;7
Chevrolet Camaro '19 ΜΟΝΑΔΙΚΟ…!!!;45000.0;Chevrolet;2019-12-01;69000.0;1998.0;275.0;Βενζίνη;Αυτόματο;5
Toyota Yaris '11 1.3;7200.0;Toyota;2011-02-01;131500.0;1350.0;101.0;Βενζίνη;Manual;13
Mercedes-Benz E 250 '16 2000cc 204ps AMG 2016 Diesel;42900.0;Mercedes-Benz;2016-10-01;150234.0;2000.0;204.0;Πετρέλαιο;Αυτόματο;8
Renault Megane '12 1500cc Diesel 90ps;6999.0;Renault;2012-01-01;200123.0;1500.0;90.0;Πετρέλαιο;Manual;12
Skoda Fabia '05 Rs;4300.0;Skoda;2005-10-01;195000.0;1400.0;116.0;Βενζίνη;Manual;19
Honda Civic '14 1600cc Diesel 120ps;11000.0;Honda;2014-08-01;140232.0;1600.0;120.0;Πετρέλαιο;Manual;10
Mercedes-Benz V 250 '19 2200cc v250 190ps diesel;49500.0;Mercedes-Benz;2019-06-01;175012.0;2200.0;190.0;Πετρέλαιο;Αυτόματο;5
Kia Picanto '15 1000cc 71ps;7900.0;Kia;2015-07-01;150654.0;1000.0;71.0;Βενζίνη;Manual;9
